direccion_via_nombre,direccion_numero,contacto_web,direccion_coor_y,direccion_coor_x,direccion_via_tipo,centro_nombre,contacto_email1,telefonos,latitud_CM_x,longitud_CM_x,Renta,id_centro_titularidad,id_centro_titular,id_municipio,id_centro_codigo,id_dat_codigo,id_direccion_codigo_postal,id_comunidad
de Joaquín Turina,37,No hay página web,4469288.0,435921.0,CALLE,CESUR OPEN AMOROS,No hay página web,,40.4165,-3.70256,43.003,3,770,52,220,5,,Comunidad de Madrid
de Joaquín Turina,37,No hay página web,4469288.0,435921.0,CALLE,CESUR AMOROS,No hay página web,,40.4165,-3.70256,43.003,3,770,52,58,5,,Comunidad de Madrid
CANILLEJAS A VICALVARO,24,No hay página web,4476803.0,447827.0,AVDA,CINCO ESTRELLAS,cei5estrellas@5estrellas.e.telefonica.net,913203806-917420825,40.4165,-3.70256,43.003,3,772,52,8,5,,Comunidad de Madrid
del Collado del Viento,19,No hay página web,4482368.0,440286.0,CALLE,GEMINIS,olgalazara@hotmail.com,917340455,40.4165,-3.70256,43.003,3,774,52,8,5,,Comunidad de Madrid
de Ramón y Cajal,49,www.eiyaki.com,4478202.0,443129.0,AVDA,YAKI,info@eiyaki.com,915190127-669627216,40.4165,-3.70256,43.003,3,777,52,8,5,,Comunidad de Madrid
de Longares,36,No hay página web,4475482.0,448313.0,CALLE,TANUCA,tanucaescuelainfantil@gmail.com,722509730-722509730,40.4165,-3.70256,43.003,3,787,52,8,5,,Comunidad de Madrid
del Teniente Coronel Noreña,26,http://www.escuelainfantilcosquillas.es,4471083.0,441155.0,CALLE,COSQUILLAS II,eicosquillas@gmail.com,915272673-640634908,40.4165,-3.70256,43.003,3,788,52,8,5,,Comunidad de Madrid
del Sulfato,9,No hay página web,4466526.0,439335.0,CALLE,MONKEY BANANA,bananaymelon.sl@gmail.com,695427416-637251489,40.4165,-3.70256,43.003,3,791,52,8,5,,Comunidad de Madrid
de La Bañeza,43,http://www.escuelainfantilnanos.es,4480723.0,439130.0,CALLE,NANOS,adelaleon@escuelainfantilnanos.es,913861519-686355814,40.4165,-3.70256,43.003,3,792,52,8,5,,Comunidad de Madrid
de Mateo Inurria,20,www.saluscasadelnino.es,4479825.0,442035.0,CALLE,CASA DEL NIÑO,casadelnino@salusinfirmorum.es,913591786-648206764,40.4165,-3.70256,43.003,3,796,52,8,5,,Comunidad de Madrid
de las Sicelidas,6,No hay página web,4479410.0,445989.0,CALLE,LA JIRAFA,NUEVOSPROYECTOSEI@HOTMAIL.COM,913003491,40.4165,-3.70256,43.003,3,798,52,8,5,,Comunidad de Madrid
de la Fuente del Rey,2,www.escuelacss.com,4478609.0,434886.0,CALLE,ESCUELA DE CIENCIAS SOCIALES Y DE LA SALUD,info@escuelacss.com,913345500,40.4165,-3.70256,43.003,3,799,52,58,5,,Comunidad de Madrid
de Luis Cabrera,19,No hay página web,4477045.0,442675.0,CALLE,ESCUELA POPULAR DE PROSPERIDAD,No hay página web,915627019,40.4165,-3.70256,43.003,3,800,52,37,5,,Comunidad de Madrid
del Capitán Salazar Martínez,9,No hay página web,4473238.0,439735.0,CALLE,CUATRO PECAS EL CARMEN,cuatropecas@gmail.com,913657910-659595271-659595271-659595271,40.4165,-3.70256,43.003,3,801,52,8,5,,Comunidad de Madrid
del General Aranaz,65,http://www.cangurito.com,4477351.0,445626.0,CALLE,CANGURITO,cangurito@cangurito.com,917422469-677934452,40.4165,-3.70256,43.003,3,802,52,8,5,,Comunidad de Madrid
de los Reyes Magos,6,No hay página web,4473670.0,442756.0,CALLE,EDUCANDO PITUFOS,direccion@escuelaeducando.com,910869437,40.4165,-3.70256,43.003,3,804,52,8,5,,Comunidad de Madrid
de las Adelfas,12,No hay página web,4472713.0,442981.0,CALLE,EDUCANDO JUNTOS,direccion@escuelaeducando.com,915525356-914348494,40.4165,-3.70256,43.003,3,804,52,8,5,,Comunidad de Madrid
del Doctor Esquerdo,183,No hay página web,4472897.0,443045.0,CALLE,EDUCANDO V,No hay página web,,40.4165,-3.70256,43.003,3,804,52,8,5,,Comunidad de Madrid
de Toscana,114,No hay página web,4474366.0,447943.0,CALLE,TOSCANA GARDEN,toscana@escuelasinfantilesgarden.es,913134446,40.4165,-3.70256,43.003,3,808,52,8,5,,Comunidad de Madrid
de Suecia,11,No hay página web,4474831.0,448406.0,CALLE,SUECIA GARDEN,suecia@escuelasinfantilesgarden.es,917759557,40.4165,-3.70256,43.003,3,811,52,8,5,,Comunidad de Madrid
de Gregorio Benítez,8,No hay página web,4477886.0,444935.0,CALLE,LA VIRGEN NIÑA,gelipri@yahoo.es,913003185,40.4165,-3.70256,43.003,3,816,52,8,5,,Comunidad de Madrid
de la Fuente Carrantona,33-35,No hay página web,4473120.0,446360.0,CALLE,OZITO PANDA,info@ozitopanda.com,917511480-678119209,40.4165,-3.70256,43.003,3,819,52,8,5,,Comunidad de Madrid
de Mingorria,16,http://www.escuela-infantil-bambi.es,4471685.0,433763.0,CALLE,BAMBY,No hay página web,917118918,40.4165,-3.70256,43.003,3,820,52,8,5,,Comunidad de Madrid
de las Naves,21,www.escuelainfantilchuly .com,4472335.0,440083.0,CALLE,CHULY,escuelachuly@gmail.com,914743389-609528232-609528607,40.4165,-3.70256,43.003,3,822,52,8,5,,Comunidad de Madrid
de Luis de Salazar,3,No hay página web,4477672.0,443438.0,CALLE,CARRUSEL,info@carruselescuelainfantil.com,914131350,40.4165,-3.70256,43.003,3,824,52,8,5,,Comunidad de Madrid
del General Palanca,4,No hay página web,4472334.0,440595.0,CALLE,PIPO'S,No hay página web,914736299-691669616,40.4165,-3.70256,43.003,3,825,52,8,5,,Comunidad de Madrid
de Lituania,2,No hay página web,4473381.0,443798.0,CALLE,BAMBI Y TAMBOR,bambiytambor@gmail.com,913283036-650650944,40.4165,-3.70256,43.003,3,826,52,8,5,,Comunidad de Madrid
de Arganda,32,No hay página web,4472351.0,440009.0,CALLE,ALEGRE KOALA,ceialegrekoala@gmail.com,660939708,40.4165,-3.70256,43.003,3,828,52,8,5,,Comunidad de Madrid
de Santa Eugenia,21,http://www.escuelainfantillaluna.es,4470648.0,448166.0,AVDA,LA LUNA,laluna171921@yahoo.es,659090346-630018184,40.4165,-3.70256,43.003,3,829,52,8,5,,Comunidad de Madrid
del Guadalquivir,16,No hay página web,4477597.0,441757.0,CALLE,"MICOS, MI PRIMER COLE",luisa@micosmiprimercole.com,917451791-607620211,40.4165,-3.70256,43.003,3,839,52,4,5,,Comunidad de Madrid
de Torregrosa,16,www.domoescuelainfantil.es,4480331.0,445070.0,CALLE,DOMO,info@domoescuelainfantil.es,911383601-660492189-647201134,40.4165,-3.70256,43.003,3,841,52,8,5,,Comunidad de Madrid
de Palafox,18,No hay página web,4475932.0,440510.0,CALLE,MAFALDA,mafaldosdechamberi@gmail.com,680366888-914475258-619936725,40.4165,-3.70256,43.003,3,842,52,8,5,,Comunidad de Madrid
de la Virgen de Lluc,60,No hay página web,4476258.0,444917.0,CALLE,SANTA MARIA,burgosperezcb@gmail.com,914036459-696635202,40.4165,-3.70256,43.003,3,843,52,8,5,,Comunidad de Madrid
de Camarena,96,No hay página web,4471695.0,435770.0,CALLE,WOODY,escuelainfantilwoody@hotmail.com,911439378-619635090,40.4165,-3.70256,43.003,3,844,52,8,5,,Comunidad de Madrid
de Seo de Urgel,15,http://www.escuela-infantil-sandy.org,4480067.0,444672.0,CALLE,SANDY,e_i_sandy@hotmail.com,917669384-619174174,40.4165,-3.70256,43.003,3,845,52,8,5,,Comunidad de Madrid
de la Época,6,http://www.diventium.es,4470035.0,436594.0,CALLE,DIVENTIUM,info@diventium.es,914220014,40.4165,-3.70256,43.003,3,846,52,8,5,,Comunidad de Madrid
de Julián Camarillo,52,No hay página web,4476662.0,447792.0,CALLE,CARACOL 2000,centroinfantilcaracol@gmail.com,913272076-692887180,40.4165,-3.70256,43.003,3,847,52,8,5,,Comunidad de Madrid
de los Condes de Torreanaz,4,No hay página web,4474766.0,443390.0,CALLE,TRAZOS,No hay página web,915743094,40.4165,-3.70256,43.003,3,851,52,8,5,,Comunidad de Madrid
de Mesena,18,No hay página web,4479315.0,443983.0,CALLE,ESCUELA INFANTIL BILINGÜE SUS PEQUEÑOS PASOS-ARTURO SORIA,info@suspequenospasos.es,913882377,40.4165,-3.70256,43.003,3,853,52,8,5,,Comunidad de Madrid
de Santa Susana,30,http://www.laguardedelhuerto.com,4481143.0,445260.0,CALLE,LA GUARDE DEL HUERTO,lauraypatri@laguardedelhuerto.com,913839795-638233548,40.4165,-3.70256,43.003,3,854,52,8,5,,Comunidad de Madrid
de las Islas Bahamas,33,No hay página web,4481053.0,438740.0,CALLE,LA ABEJA MAYA,chelocerezo@gmail.com,913732652,40.4165,-3.70256,43.003,3,856,52,8,5,,Comunidad de Madrid
del Mirador de la Reina,115,http://www.fundaciónbobath.org,4482482.0,438992.0,CALLE,CENTRO BOBATH DE EDUCACION DE ADULTOS,secretaria@fundacionbobath.org,913767190,40.4165,-3.70256,43.003,3,857,52,37,5,,Comunidad de Madrid
Rompedizo,1,No hay página web,4469791.0,435048.0,CALLE,EL PEQUEÑO SOL,marisol.perea@escuelainfantilpequesol.es,917050037-687761298,40.4165,-3.70256,43.003,3,858,52,8,5,,Comunidad de Madrid
de Melchor Fernández Almagro,31,No hay página web,4480993.0,440688.0,CALLE,LOS RENACUAJOS,renacuajos@telefonica.net,913144722,40.4165,-3.70256,43.003,3,863,52,8,5,,Comunidad de Madrid
de Cavanilles,36,http://www.colegioinfantilpinocho.com,4473001.0,442682.0,CALLE,PINOCHO,administracion@colegioinfantilpinocho.com,914334475-656900819,40.4165,-3.70256,43.003,3,865,52,8,5,,Comunidad de Madrid
de Torrelaguna,65-67,No hay página web,4477191.0,444488.0,CALLE,KIND FOR KIDS,torrelaguna@escuelachiquitin.com,914043035-609132522,40.4165,-3.70256,43.003,3,867,52,8,5,,Comunidad de Madrid
de Puentelarra,9,No hay página web,4470413.0,448357.0,CALLE,SANTA EUGENIA,info@escuelainfantilsantaeugenia.com,913313094-620866323,40.4165,-3.70256,43.003,3,868,52,8,5,,Comunidad de Madrid
de la Antracita,24,www.escuelainfantilkika.com,4471379.0,441675.0,CALLE,KIKA,info@escuelainfantilkika.com,914674492-629689041,40.4165,-3.70256,43.003,3,870,52,8,5,,Comunidad de Madrid
de Ocaña,112,No hay página web,4471018.0,436186.0,CALLE,ALBENIZ 2,ocana@escuelainfantilalbeniz.com,616474895-917192578,40.4165,-3.70256,43.003,3,871,52,8,5,,Comunidad de Madrid
del Mercurio,51,No hay página web,4472887.0,448738.0,CALLE,MERLIN,info@escuelamerlin.es,917753742-606081228,40.4165,-3.70256,43.003,3,872,52,8,5,,Comunidad de Madrid
de Culla,5,en proceso,4468993.0,447437.0,CALLE,EL DUENDE AZUL,escuelaelduendeazul@gmail.com,913324889,40.4165,-3.70256,43.003,3,873,52,8,5,,Comunidad de Madrid
de Patricio Aguado,6,No hay página web,4479484.0,445988.0,PLAZA,CUCUTRAS,cucutras@cucutras.net,913002257-625350143,40.4165,-3.70256,43.003,3,877,52,8,5,,Comunidad de Madrid
de Castillejos,24,No hay página web,4478414.0,439966.0,CALLE,PATUCO,patucoei@hotmail.com,914506742-626549236,40.4165,-3.70256,43.003,3,878,52,8,5,,Comunidad de Madrid
de Fernando el Católico,13,No hay página web,4476147.0,439985.0,CALLE,CHIQUI,info@escuelainfantilchiqui.es,915933096,40.4165,-3.70256,43.003,3,879,52,8,5,,Comunidad de Madrid
del General Cabrera,19,http://www.escuelainfantilsagradoscorazones.es,4478540.0,440962.0,CALLE,SAGRADOS CORAZONES,direccion@eisagradoscorazones.com,660419638,40.4165,-3.70256,43.003,3,880,52,8,5,,Comunidad de Madrid
del Condado de Treviño,35,No hay página web,4481336.0,443302.0,CALLE,DINA CONDADO,dinacondado@gmail.com,913021746-696383420,40.4165,-3.70256,43.003,3,882,52,8,5,,Comunidad de Madrid
del Condado de Treviño,35,No hay página web,4481336.0,443302.0,CALLE,DINA CONDADO-2,dinacondado@gmail.com,913021746-696383420,40.4165,-3.70256,43.003,3,882,52,8,5,,Comunidad de Madrid
de Clemente Fernández,33-35,No hay página web,4473306.0,437455.0,CALLE,DINA,escueladinaclementefernandez@gmail.com,914633647,40.4165,-3.70256,43.003,3,882,52,8,5,,Comunidad de Madrid
de Juan Antonio Vallejo-Nájera Botas,25,cocolan.cve.edu.es,4472576.0,439973.0,PASEO,COCOLAN CVE,cocolan@cve.edu.es,914739382,40.4165,-3.70256,43.003,3,883,52,8,5,,Comunidad de Madrid
de Buganvilla,2,http://www.escuelalittlewitch.es,4480309.0,442672.0,CALLE,LITTLE WITCH,info@escuelalittlewitch.es,911305715-657511576,40.4165,-3.70256,43.003,3,886,52,8,5,,Comunidad de Madrid
de Tiberíades,10,No hay página web,4479738.0,445981.0,CALLE,MI PRIMER COLE 4,direccion@miprimercole.es,913881474-639244614,40.4165,-3.70256,43.003,3,889,52,8,5,,Comunidad de Madrid
del Comandante Fortea,81,www.ei-miriam.com,4475673.0,437681.0,PASEO,LA CASA DEL RIO - MIRIAM,eicasadelrio@hotmail.com,915423938-639757090,40.4165,-3.70256,43.003,3,890,52,8,5,,Comunidad de Madrid
de La Corte de Faraón,11,https://lacasadeloshermanitos.com/,4468096.0,440867.0,CALLE,LA CASA DE LOS HERMANITOS,tsantoscuriel@yahoo.es,913179064-685315752,40.4165,-3.70256,43.003,3,895,52,8,5,,Comunidad de Madrid
ANGOSTA,3,www.escuelainfantilpeques.com,4466199.0,439539.0,CALLE,INFANTIL PEQUES,Lauritta3@hotmail.com,917961064-646441494,40.4165,-3.70256,43.003,3,898,52,8,5,,Comunidad de Madrid
de Clara del Rey,33,http://www.escuelainfantilpippo.com,4477051.0,443093.0,CALLE,PIPPO,escinfpippo@gmail.com,914158793-689239493,40.4165,-3.70256,43.003,3,899,52,8,5,,Comunidad de Madrid
de Finisterre,9,No hay página web,4480821.0,440536.0,CALLE,HAPPY SCHOOL,escuelatrebol@hotmail.com,913141675,40.4165,-3.70256,43.003,3,901,52,8,5,,Comunidad de Madrid
de Calero Pita,15,No hay página web,4470357.0,443058.0,CALLE,JUGUETONES,No hay página web,917863563-608894135,40.4165,-3.70256,43.003,3,902,52,8,5,,Comunidad de Madrid
de Minerva,25,No hay página web,4472529.0,449131.0,CALLE,MUÑECOS,No hay página web,685811850-917753691,40.4165,-3.70256,43.003,3,903,52,8,5,,Comunidad de Madrid
de Embajadores,173,http://jardininfantil.es,4471684.0,441093.0,CALLE,JARDIN INFANTIL,info@jardininfantil.es,915278641,40.4165,-3.70256,43.003,3,904,52,8,5,,Comunidad de Madrid
de Martínez Villergas,16,No hay página web,4476886.0,444635.0,CALLE,KAIRE-MI COLE,centroinfantilkaire@gmail.com,914052655-609218243,40.4165,-3.70256,43.003,3,905,52,8,5,,Comunidad de Madrid
de Pío Baroja,2,http://www.buenbebe.com,4474068.0,442752.0,CALLE,BUEN BEBE,buenbebe@buenbebe.com,915740444-630406016-682894088,40.4165,-3.70256,43.003,3,906,52,8,5,,Comunidad de Madrid
de Santa Eugenia,62,No hay página web,4469971.0,448329.0,AVDA,ZAZUAR I,No hay página web,913328241,40.4165,-3.70256,43.003,3,908,52,8,5,,Comunidad de Madrid
de Fuentespina,17,No hay página web,4470059.0,448580.0,CALLE,ZAZUAR II,No hay página web,913325578,40.4165,-3.70256,43.003,3,908,52,8,5,,Comunidad de Madrid
de Zazuar,2,No hay página web,4470491.0,448586.0,CALLE,ZAZUAR III,No hay página web,913310849,40.4165,-3.70256,43.003,3,908,52,8,5,,Comunidad de Madrid
de Carlos Trias Bertrán,7,http://kidsco.es,4478012.0,441165.0,PLAZA,INFANCIA Y EMPRESA KIDSCO AZCA,azca@kidsco.es,915550103-917080206,40.4165,-3.70256,43.003,3,909,52,8,5,,Comunidad de Madrid
del Cardenal Silíceo,25,No hay página web,4477275.0,443181.0,CALLE,EL PARQUE,elparque.escuela@gmail.com,914132798-640589119,40.4165,-3.70256,43.003,3,910,52,8,5,,Comunidad de Madrid
de Prieto Ureña,9,http://madrid-chamartin.kingscollegeschools.org/,4479585.0,443278.0,CALLE,KING'S INFANT SCHOOL (BRITANICO),cpr.kingscollege-chamartin.madrid@educa.madrid.org,913505843-669806307,40.4165,-3.70256,43.003,3,915,52,94,5,,Comunidad de Madrid
de Luis de Hoyos Sáinz,170,No hay página web,4472732.0,446671.0,CALLE,CENTRO DE FORMACION DE TECNICOS DEPORTIVOS DE LA REAL FEDERACION DE FUTBOL DE MADRID Y GSD,escuelaentrenadores@ffmadrid.org,917791610-917791617,40.4165,-3.70256,43.003,3,917,52,220,5,,Comunidad de Madrid
de Flora Tristán,4,No hay página web,4467559.0,441773.0,CALLE,COLORINES,e.i.colorines@hotmail.com,917972133-600773556,40.4165,-3.70256,43.003,3,918,52,8,5,,Comunidad de Madrid
del General Aranaz,85,http://sanjorgeschool.com,4477607.0,445222.0,CALLE,SAN JORGE,directora@sanjorgeschool.com,917434536-671525992,40.4165,-3.70256,43.003,3,920,52,8,5,,Comunidad de Madrid
de Nanclares de Oca,14,http://elmundodemozart.com/,4477252.0,451043.0,CALLE,EL MUNDO DE MOZART I,cc.elmundodemozart.madrid@educa.madrid.org,605812080-917470971,40.4165,-3.70256,43.003,3,921,52,8,5,,Comunidad de Madrid
de la Virgen de los Desamparados,42,No hay página web,4466811.0,440622.0,CALLE,PEQUEÑILANDIA,enky123@yahoo.es,917951200-606357929,40.4165,-3.70256,43.003,3,924,52,8,5,,Comunidad de Madrid
de Guillén de Castro,10,No hay página web,4475436.0,445331.0,CALLE,ÑECOS,martaaguayo20@hotmail.es,913770231-635449759,40.4165,-3.70256,43.003,3,927,52,8,5,,Comunidad de Madrid
de los Molinos,13,http://www.chiquikid.com,4478845.0,440395.0,CALLE,CHIQUIKID,info@chiquikid.com,915710224-607074042,40.4165,-3.70256,43.003,3,928,52,8,5,,Comunidad de Madrid
de La Chulapona,8,No hay página web,4467970.0,440797.0,CALLE,LOS PITUFOS,mupra2000@hotmail.com,913179895-640221289,40.4165,-3.70256,43.003,3,929,52,8,5,,Comunidad de Madrid
de Don Quijote,41,www.escuelainfantilquitaypon.com,4477943.0,440716.0,CALLE,QUITA Y PON,contabilidadquitaypon@gmail.com,915333044-617815233,40.4165,-3.70256,43.003,3,931,52,8,5,,Comunidad de Madrid
de la Peseta,60,No hay página web,4468144.0,435813.0,AVDA,LUNA LUNERA,cei.lunalunera.18@gmail.com,913094632-615443126-646401661,40.4165,-3.70256,43.003,3,932,52,8,5,,Comunidad de Madrid
del Berrocal,3,escuelanemomarlin.com,4466560.0,442502.0,CALLE,NEMOMARLIN BUTARQUE,butarque@escuelanemomarlin.com,917235070-652309046,40.4165,-3.70256,43.003,3,933,52,8,5,,Comunidad de Madrid
de Corazón de María,58,http://www.escuelainfantilelosito.com,4477424.0,443476.0,CALLE,EL OSITO 2,info@escuelainfantilelosito.com,914159758-914134642-912194455,40.4165,-3.70256,43.003,3,934,52,8,5,,Comunidad de Madrid
de López de Hoyos,212,http://www.escuelainfantilelosito.com,4477871.0,443564.0,CALLE,EL OSITO,info@escuelainfantilelosito.com,914134642-914159758-912194455,40.4165,-3.70256,43.003,3,934,52,8,5,,Comunidad de Madrid
de Cebreros,90,No hay página web,4472985.0,436386.0,CALLE,LOS RETOÑOS,rociogopi@hotmail.es,914797301-690624803,40.4165,-3.70256,43.003,3,938,52,8,5,,Comunidad de Madrid
de Montesa,39,No hay página web,4475747.0,442976.0,CALLE,SAN ROMAN ESCUELA DE ESTUDIOS SUPERIORES,Laura_garcia@sanroman.com,913092409,40.4165,-3.70256,43.003,3,940,52,58,5,,Comunidad de Madrid
de la Condesa de Teba,11,http://www.kinderin.es,4469480.0,435616.0,CALLE,KINDERIN,info@kinderin.es,917108631-655172433,40.4165,-3.70256,43.003,3,942,52,8,5,,Comunidad de Madrid
Real de Arganda,32,No hay página web,4470051.0,447509.0,CALLE,PEKES,pekesvi@hotmail.com,913329237,40.4165,-3.70256,43.003,3,943,52,4,5,,Comunidad de Madrid
del Lago Titicaca,6,www.littlejungle.es,4472622.0,448371.0,CALLE,LITTLE JUNGLE,eilittlejungle@gmail.com,910594126-681061806-626635966,40.4165,-3.70256,43.003,3,944,52,8,5,,Comunidad de Madrid
de Fernando VII,5,No hay página web,4476165.0,447562.0,CALLE,PEQUES,info@escuelapeques.es,917545302-635888227,40.4165,-3.70256,43.003,3,947,52,8,5,,Comunidad de Madrid
de Pan y Toros,19,No hay página web,4467875.0,441054.0,CALLE,MARIA AUXILIADORA,eimariaauxiliadora@hotmail.com,913182739-641690362,40.4165,-3.70256,43.003,3,948,52,8,5,,Comunidad de Madrid
BARRIAL,38,No hay página web,4479287.0,432909.0,CMNO,TODO NIÑOS NURSERY,agatacareaga@gmail.com,913070588,40.4165,-3.70256,43.003,3,949,52,4,5,,Comunidad de Madrid
de Andorra,3,WWW.2SEMILLASESCUELAINFANTIL.COM,4479271.0,445207.0,CALLE,2 SEMILLAS,2semillasescuelainfantil@gmail.com,640081025-685178271-617734792,40.4165,-3.70256,43.003,3,952,52,8,5,,Comunidad de Madrid
del Hierro,15,www.escuelamskids.com,4471603.0,441298.0,CALLE,MS KIDS,info@escuelamskids.com,915300127-638514551,40.4165,-3.70256,43.003,3,956,52,8,5,,Comunidad de Madrid
de la Vía,19,No hay página web,4470883.0,438881.0,CALLE,LOS SOLECITOS,info@escuelainfantilsolecitos.com,914691973-682644015,40.4165,-3.70256,43.003,3,959,52,8,5,,Comunidad de Madrid
de José del Prado y Palacio,3,http://www.chiquimoratalaz.es,4473441.0,444527.0,CALLE,CHIQUI MORATALAZ,info@chiquimoratalaz.es,913285466-620726018,40.4165,-3.70256,43.003,3,964,52,8,5,,Comunidad de Madrid
de Olimpio López,10,https://escuelachiquitin.com/,4479947.0,444710.0,CALLE,CHIQUI TIN,hortaleza@chiquitin.es,913817508-621225539,40.4165,-3.70256,43.003,3,965,52,8,5,,Comunidad de Madrid
de Monseñor Oscar Romero,72,No hay página web,4470506.0,436628.0,CALLE,COCO,cocoeducacion@cocoeducacion.com,914660840-662071022,40.4165,-3.70256,43.003,3,967,52,8,5,,Comunidad de Madrid
de Huelva,4,No hay página web,4477826.0,443577.0,CALLE,OSOBUCO,No hay página web,914130443-607599601,40.4165,-3.70256,43.003,3,972,52,8,5,,Comunidad de Madrid
de Marina Usera,28,No hay página web,4470255.0,439396.0,CALLE,LA CIGÚEÑA,mjfmiguel@yahoo.es,915697505-687871313,40.4165,-3.70256,43.003,3,975,52,8,5,,Comunidad de Madrid
de Monasterio de El Escorial,74,www.littlefriends.com,4484374.0,441220.0,AVDA,PEQUEÑOS AMIGOS,caceituno78@yahoo.es,917297492,40.4165,-3.70256,43.003,3,976,52,8,5,,Comunidad de Madrid
Peso Hispano,42,No hay página web,4468575.0,436710.0,CALLE,DON MELITON II,donmelitonescuela@gmail.com,915112513-645689429-660006640,40.4165,-3.70256,43.003,3,977,52,8,5,,Comunidad de Madrid
de Joaquín María López,60,http://www.cenp.com,4476606.0,439273.0,CALLE,CENTRO ESPAÑOL DE NUEVAS PROFESIONES,cenp@cenp.com,914484841-914487988,40.4165,-3.70256,43.003,3,980,52,105,5,,Comunidad de Madrid
de Luis Muriel,6,No hay página web,4477789.0,441658.0,CALLE,NIDO (ALEMAN),dkinderstube@yahoo.es,914117687-630925206,40.4165,-3.70256,43.003,3,981,52,94,5,,Comunidad de Madrid
del Padre Rubio,14,www.betaria.es,4480201.0,441336.0,CALLE,VAIANA,info@vaianaescuelainfantil.com,913149804-616864417,40.4165,-3.70256,43.003,3,982,52,8,5,,Comunidad de Madrid
de Fonsagrada,10,http://www.contumami.com,4481050.0,439966.0,PLAZA,CONTUMAMI-LA VAGUADA,info@contumami.com,917301379-617043500,40.4165,-3.70256,43.003,3,983,52,8,5,,Comunidad de Madrid
de los Olivos,8,www.pequemun.com,4477345.0,439196.0,CALLE,PEQUEMUN,info@pequemun.com,915334319,40.4165,-3.70256,43.003,3,984,52,8,5,,Comunidad de Madrid
de Guadalajara,21,No hay página web,4478442.0,447845.0,CALLE,EL PARQUE DE LA PIOVERA,piovera@elparque.net,913205697,40.4165,-3.70256,43.003,3,986,52,8,5,,Comunidad de Madrid
de los Montes de Barbanza,5,No hay página web,4469892.0,447474.0,CALLE,PEQUES,mr.peques@hotmail.com,913315966-640183206,40.4165,-3.70256,43.003,3,988,52,8,5,,Comunidad de Madrid
de los Tres Olivos,16,No hay página web,4483682.0,441546.0,PLAZA,NUBBE,info@nubbe.org,917346694-685854250,40.4165,-3.70256,43.003,3,989,52,8,5,,Comunidad de Madrid
de Francisco Vitoria,21,No hay página web,4473223.0,442942.0,CALLE,ANDAL II,escuelasinfantilesandal@gmail.com,915523229,40.4165,-3.70256,43.003,3,991,52,8,5,,Comunidad de Madrid
del Golfo de Salónica,73,www.escuelachiquitin.com/escuelas/pinar-de-chamartin,4481422.0,443894.0,CALLE,CHIQUI TIN PINAR DE CHAMARTIN,pinar@chiquitin.es,630578317,40.4165,-3.70256,43.003,3,992,52,8,5,,Comunidad de Madrid
de la Villa de Marín,1,lospitufosei.com,4480726.0,440536.0,CALLE,LOS PITUFOS,lospitufosescuelainfantil@hotmail.com,913140146,40.4165,-3.70256,43.003,3,994,52,8,5,,Comunidad de Madrid
de Tomás Bretón,58,http://www.dondeestanlasllaves.es,4471981.0,441354.0,CALLE,DONDE ESTAN LAS LLAVES,dondeestanlasllaves@hotmail.es,915396444-638947062,40.4165,-3.70256,43.003,3,996,52,8,5,,Comunidad de Madrid
del Corregidor José de Pasamonte,24,No hay página web,4473625.0,445153.0,CALLE,OKAPI,okapieip@gmail.com,913283167-647917837,40.4165,-3.70256,43.003,3,997,52,8,5,,Comunidad de Madrid
de Carmen Bravo Villasante,10,No hay página web,4481313.0,446344.0,CALLE,MASCERO,info@mascero.com,913813993-609131203-606462260,40.4165,-3.70256,43.003,3,1000,52,8,5,,Comunidad de Madrid
del Camino de Santiago,s/n,No hay página web,4483423.0,442820.0,AVDA,TOPOCHITOS,info@topochitos.com,658439471,40.4165,-3.70256,43.003,3,1009,52,8,5,,Comunidad de Madrid
de Cirauqui c/v a calle Valcarlos,,http://topochitos.com,4483339.0,443037.0,CALLE,TOPOCHITOS II,info@topochitos.com,910254517-669359018,40.4165,-3.70256,43.003,3,1009,52,8,5,,Comunidad de Madrid
del Concejal Victorino Granizo,81,No hay página web,4472490.0,452239.0,CALLE,TOPOCHITOS III,Info@topochitos.com,652319567,40.4165,-3.70256,43.003,3,1009,52,8,5,,Comunidad de Madrid
de los Prunos,80,No hay página web,4478218.0,447434.0,AVDA,TINY TOTS,No hay página web,649438005,40.4165,-3.70256,43.003,3,1010,52,8,5,,Comunidad de Madrid
del Teniente Coronel Noreña,28,No hay página web,4471027.0,441171.0,CALLE,BALOO ARGANZUELA,No hay página web,911373853,40.4165,-3.70256,43.003,3,1011,52,8,5,,Comunidad de Madrid
de Platón,1,No hay página web,4477071.0,444721.0,PLAZA,BENJAMINES,benjamines1@telefonica.net,914034223-914034223,40.4165,-3.70256,43.003,3,1012,52,8,5,,Comunidad de Madrid
de Serrano Galvache,56,www.pequenecosparquenorte.com,4480872.0,443071.0,CALLE,PEQUEÑECOS PARQUE NORTE,pequenecos@pequenecosparquenorte.es,913838205-673447775-605791820,40.4165,-3.70256,43.003,3,1013,52,8,5,,Comunidad de Madrid
de Luis Mitjans,29,https://www.kidsretiro.com,4472755.0,443130.0,CALLE,KIDS RETIRO,escuela@kidsretiro.com,914339379-650620252,40.4165,-3.70256,43.003,3,1014,52,8,5,,Comunidad de Madrid
