direccion_via_nombre,contacto_telefono2,contacto_telefono3,direccion_numero,contacto_telefono1,contacto_web,contacto_fax,direccion_coor_y,direccion_coor_x,direccion_via_tipo,centro_nombre,contacto_telefono4,contacto_email1,id_centro_titularidad,id_centro_titular,id_municipio,id_centro_codigo,id_dat_codigo,id_direccion_codigo_postal
de Ramón Gómez de la Serna,,,103,913162273,http://www.educa.madrid.org/cp.alhambra.madrid,913737021,4481539.0,438375.0,CALLE,ALHAMBRA,,cp.alhambra.madrid@educa.madrid.org,1,1,52,14,5,
de Braille,,,19,917355560,http://www.educa.madrid.org/cp.josebergamin.madrid,917345042,4482974.0,441021.0,CALLE,JOSE BERGAMIN,,cp.josebergamin.madrid@educa.madrid.org,1,1,52,14,5,
de las Las Marismas,,,14,915014668,http://www.educa.madrid.org/cp.elmadrono.madrid,915013612,4472602.0,444464.0,CALLE,EL MADROÑO,,cp.elmadrono.madrid@educa.madrid.org,1,1,52,14,5,
de La Maso,,,22,917345665,http://www.educa.madrid.org/cp.mirasierra.madrid,917350356,4482628.0,439583.0,CALLE,MIRASIERRA,,cp.mirasierra.madrid@educa.madrid.org,1,1,52,14,5,
de la Portera del Cura,917341876,,4,917346532,http://www.educa.madrid.org/ies.mirasierra.madrid,913720171,4482506.0,439389.0,CALLE,MIRASIERRA,,ies.mirasierra.madrid@educa.madrid.org,1,1,52,42,5,
de Benita Ávila,917594152,,3,917591114,http://www.educa.madrid.org/ies.tomasyvaliente.madrid,917594077,4479427.0,444850.0,CALLE,FRANCISCO TOMAS Y VALIENTE,,ies.tomasyvaliente.madrid@educa.madrid.org,1,1,52,42,5,
de Jesús Maestro,,,3,915544349,http://www.educa.madrid.org/ies.islasfilipinas.madrid,915537592,4476905.0,439679.0,CALLE,ISLAS FILIPINAS,,ies.islasfilipinas.madrid@educa.madrid.org,1,1,52,42,5,
de O'Donnell,,,50,915290334,http://www.educa.madrid.org/cpee.hospitalmaranon.madrid,915290334,4474717.0,443067.0,CALLE,HOSPITAL GREGORIO MARAÑON,,cpee.hospitalmaranon.madrid@educa.madrid.org,1,1,52,36,5,
de Fernando Ortiz,,,2,915651055,http://www.educa.madrid.org/cepa.daoizyvelarde.madrid,915697036,4468789.0,440335.0,CALLE,DAOIZ Y VELARDE,,cepa.daoizyvelarde.madrid@educa.madrid.org,1,1,52,31,5,
de Mirabel,,,22,917054656,http://www.educa.madrid.org/ies.mariademolina.madrid,,4469968.0,433785.0,CALLE,MARIA DE MOLINA,,ies.mariademolina.madrid@educa.madrid.org,1,1,52,42,5,
de Joaquín Lorenzo,913866587,,2,913732052,http://www.educa.madrid.org/ies.newton.madrid,913732177,4480509.0,438746.0,CALLE,ISAAC NEWTON,,ies.newton.madrid@educa.madrid.org,1,1,52,42,5,
del Comandante Fortea,915420841,,71,915418978,http://www.educa.madrid.org/cp.eeuu.madrid,915594699,4475602.0,437764.0,PASEO,EE.UU. DE AMERICA-HUARTE DE SAN JUAN,,cp.eeuu.madrid@educa.madrid.org,1,1,52,14,5,
del Bismuto,,,1,917950766,http://www.educa.madrid.org/cp.luz.madrid,917975020,4466159.0,440056.0,CALLE,NUESTRA SEÑORA DE LA LUZ,,cp.luz.madrid@educa.madrid.org,1,1,52,14,5,
del Veinticinco de Septiembre,,,3,917414653,http://www.educa.madrid.org/ies.marquesdesuanze.madrid,913200619,4477284.0,446960.0,AVDA,MARQUES DE SUANZES,,ies.marquesdesuanze.madrid@educa.madrid.org,1,1,52,42,5,
de Verdaguer y García,914049001,,2,914049490,http://www.educa.madrid.org/ies.salvadordali.madrid,913264503,4476758.0,444316.0,CALLE,SALVADOR DALÍ,,ies.salvadordali.madrid@educa.madrid.org,1,1,52,42,5,
del Nevado del Ruiz,913812826,,1,913812820,http://www.educa.madrid.org/ies.garciamarquez.madrid,913816423,4480101.0,446131.0,CALLE,GABRIEL GARCIA MARQUEZ,,ies.garciamarquez.madrid@educa.madrid.org,1,1,52,42,5,
de Villablanca,,,79,917752214,http://www.educa.madrid.org/ies.villablanca.madrid,917766577,4472993.0,449068.0,CALLE,VILLABLANCA,,ies.villablanca.madrid@educa.madrid.org,1,1,52,42,5,
de Amaniel,915321464,,2,915312843,http://www.educa.madrid.org/cpm.amaniel.madrid,915229346,4475148.0,439851.0,CALLE,AMANIEL,,cpm.amaniel.madrid@educa.madrid.org,1,1,52,131,5,
de Fermín Caballero,913731588,913863091,92,913863098,http://www.educa.madrid.org/eoi.valdezarza.madrid,913167216,4481092.0,438844.0,CALLE,E.O.I. DE MADRID-VALDEZARZA,913731588,eoi.valdezarza.madrid@educa.madrid.org,1,1,52,80,5,
de los Conserveros,,,s/n,913066979,http://www.educa.madrid.org/eoi.sanblas.madrid,913066894,4475099.0,447535.0,CALLE,E.O.I. DE MADRID-SAN BLAS,,eoi.sanblas.madrid@educa.madrid.org,1,1,52,80,5,
de Portalegre,,,52,914695812,http://www.educa.madrid.org/eoi.carabanchel.madrid,914602901,4471114.0,438500.0,CALLE,E.O.I. DE MADRID-CARABANCHEL,,eoi.carabanchel.madrid@educa.madrid.org,1,1,52,80,5,
de Valdetorres de Jarama,690359271,,1,917642900,http://www.educa.madrid.org/cp.hortaleza.madrid,913816099,4480443.0,445076.0,CALLE,HORTALEZA,,cp.hortaleza.madrid@educa.madrid.org,1,1,52,14,5,
de Nuestra Señora de la Luz,,,53,914626822,http://www.educa.madrid.org/ies.iturralde.madrid,914627744,4470828.0,436242.0,CALLE,ITURRALDE,,ies.iturralde.madrid@educa.madrid.org,1,1,52,42,5,
de Villarino de los Aires,,,14,917774715,http://www.educa.madrid.org/ies.villadevallecas.madrid,913802465,4469551.0,446969.0,CALLE,VILLA DE VALLECAS,,ies.villadevallecas.madrid@educa.madrid.org,1,1,52,42,5,
de Valdebernardo,917726918,,3,917726666,http://www.educa.madrid.org/ies.juanadecastilla.madrid,913710669,4472184.0,446275.0,CALLE,JUANA DE CASTILLA,,ies.juanadecastilla.madrid@educa.madrid.org,1,1,52,42,5,
de Ferraz,915428996,,62,915414925,http://www.educa.madrid.org/cpm.adolfosalazar.madrid,915428871,4475528.0,439016.0,CALLE,ADOLFO SALAZAR,,cpm.adolfosalazar.madrid@educa.madrid.org,1,1,52,131,5,
de Melchor Fernández Almagro,,,22,917392424,http://www.educa.madrid.org/cp.cela.madrid,913781507,4481014.0,440634.0,CALLE,CAMILO JOSE CELA,,cp.cela.madrid@educa.madrid.org,1,1,52,14,5,
del Bardegueral,,,16,913570212,http://www.educa.madrid.org/cp.rosaluxemburgo.madrid,913570661,4477988.0,434580.0,CALLE,ROSA LUXEMBURGO,,cp.rosaluxemburgo.madrid@educa.madrid.org,1,1,52,14,5,
del Padre Amigó,,,5,914680651,http://www.educa.madrid.org/cpd.realescuela.madrid,914680567,4470149.0,437212.0,CALLE,REAL CONSERVATORIO PROFESIONAL DE DANZA MARIEMMA,,cpd.realescuela.madrid@educa.madrid.org,1,1,52,151,5,
Cerro Almodóvar,913312283,,5,913311623,http://www.educa.madrid.org/ies.santaeugenia.madrid,913322107,4470723.0,448691.0,CALLE,SANTA EUGENIA,,ies.santaeugenia.madrid@educa.madrid.org,1,1,52,42,5,
del Padre Claret,915195257,,8,915195257,http://www.educa.madrid.org/ies.claradelrey.madrid,,4477517.0,443659.0,CALLE,CLARA DEL REY,,ies.claradelrey.madrid@educa.madrid.org,1,1,52,42,5,
de Fernando Ortiz,,,2,913175000,http://www.educa.madrid.org/eoi.villaverde.madrid,917558126,4468789.0,440335.0,CALLE,E.O.I. DE MADRID-VILLAVERDE,,eoi.villaverde.madrid@educa.madrid.org,1,1,52,80,5,
de Fuentidueña,,,4,913800214,http://www.educa.madrid.org/cp.elquijote.madrid,913800246,4469494.0,447001.0,CALLE,EL QUIJOTE,,cp.elquijote.madrid@educa.madrid.org,1,1,52,14,5,
del Camino Viejo de Leganés,,,188,915600590,http://www.educa.madrid.org/cepa.panbendito.madrid,914608833,4469863.0,437656.0,CALLE,PAN BENDITO,,cepa.panbendito.madrid@educa.madrid.org,1,1,52,31,5,
de Pinos Alta,,,63,917333837,http://www.educa.madrid.org/cepa.tetuan.madrid,917333094,4479937.0,440808.0,CALLE,TETUAN,,cepa.tetuan.madrid@educa.madrid.org,1,1,52,31,5,
de Braille,,,10,917364684,http://www.educa.madrid.org/cepa.fuencarral.madrid,917340489,4483035.0,441231.0,CALLE,FUENCARRAL,,cepa.fuencarral.madrid@educa.madrid.org,1,1,52,31,5,
de la Serena,915076656,,394,917861672,http://www.educa.madrid.org/cepa.entrevias.madrid,917852574,4469770.0,443168.0,CALLE,ENTREVIAS,,cepa.entrevias.madrid@educa.madrid.org,1,1,52,31,5,
Villalonso,,,10,917962820,http://www.educa.madrid.org/cepa.villaverde.madrid,917962820,4466811.0,439818.0,CALLE,VILLAVERDE,,cepa.villaverde.madrid@educa.madrid.org,1,1,52,31,5,
de las Musas,,,11,917411860,http://www.educa.madrid.org/cepa.canillejas.madrid,913200943,4476479.0,448413.0,CALLE,CANILLEJAS,,cepa.canillejas.madrid@educa.madrid.org,1,1,52,31,5,
de Andorra,912338517,,19bis,913003725,http://www.educa.madrid.org/cepa.pabloguzman.madrid,913003725,4479245.0,445279.0,CALLE,PABLO GUZMAN,,cepa.pabloguzman.madrid@educa.madrid.org,1,1,52,31,5,
del General Kirkpatrick,,,,913264800,http://www.educa.madrid.org/eoi.ciudadlineal.madrid,914033543,4477157.0,444857.0,CALLE,E.O.I. DE MADRID-CIUDAD LINEAL,,eoi.ciudadlineal.madrid@educa.madrid.org,1,1,52,80,5,
de Albaicín,630142953,,1,913171194,http://www.educa.madrid.org/eei.albaicin.madrid,913171194,4468878.0,440420.0,CALLE,ALBAICIN,,eei.albaicin.madrid@educa.madrid.org,1,1,52,3,5,
de Gerardo Diego,,,9-B,917773745,http://www.educa.madrid.org/eei.alfar.madrid,917773745,4470686.0,445343.0,CALLE,ALFAR,,eei.alfar.madrid@educa.madrid.org,1,1,52,3,5,
de Motilla del Palancar,620331092,,19,913003078,http://www.educa.madrid.org/eei.laalmudena.madrid,917590884,4479710.0,446317.0,CALLE,LA ALMUDENA,,eei.laalmudena.madrid@educa.madrid.org,1,1,52,3,5,
de Bravo Murillo,,,241,915701196,http://www.educa.madrid.org/eei.losangeles.madrid,915701196,4478862.0,440559.0,CALLE,LOS ANGELES,,eei.losangeles.madrid@educa.madrid.org,1,1,52,3,5,
de Diego Olivera Victorio,,,10,913311422,http://www.educa.madrid.org/eei.arcoiris.madrid,913311422,4470496.0,447922.0,CALLE,ARCO IRIS,,eei.arcoiris.madrid@educa.madrid.org,1,1,52,3,5,
de Braille,,,23,917341043,http://www.educa.madrid.org/eei.elbelen.madrid,917341043,4482982.0,440920.0,CALLE,EL BELEN,,eei.elbelen.madrid@educa.madrid.org,1,1,52,3,5,
de Vélez Rubio,,,181,913029923,http://www.educa.madrid.org/eei.elcarmen.madrid,913029923,4481190.0,444030.0,CALLE,EL CARMEN,,eei.elcarmen.madrid@educa.madrid.org,1,1,52,3,5,
de Moreja,,,1,913170465,http://www.educa.madrid.org/eei.carricoche.madrid,913698583,4468851.0,440729.0,CALLE,CARRICOCHE,,eei.carricoche.madrid@educa.madrid.org,1,1,52,3,5,
de Pradales,914647591,,8,914647850,http://www.educa.madrid.org/eei.chavalitos.madrid,914630659,4472767.0,436512.0,CALLE,CHAVALITOS,,eei.chavalitos.madrid@educa.madrid.org,1,1,52,3,5,
de Esteban Carros,,,37,917857247,http://www.educa.madrid.org/eei.losdelfines.madrid,917857247,4469426.0,444172.0,CALLE,LOS DELFINES,,eei.losdelfines.madrid@educa.madrid.org,1,1,52,3,5,
del Estrecho de Mesina,609267137,,1,913889917,http://www.educa.madrid.org/eei.elencinar.madrid,913884725,4478176.0,444714.0,CALLE,EL ENCINAR,,eei.elencinar.madrid@educa.madrid.org,1,1,52,3,5,
de Ramón Pérez de Ayala,,,58 B,914374020,http://www.educa2.madrid.org/web/centro.eei.losgirasoles.madrid,914301500,4472415.0,444642.0,CALLE,LOS GIRASOLES,,eei.losgirasoles.madrid@educa.madrid.org,1,1,52,3,5,
de las Hijas de Jesús,626532634,,30,914769480,http://www.educa.madrid.org/eei.lajara.madrid,914769480,4470649.0,440454.0,CALLE,LA JARA,,eei.lajara.madrid@educa.madrid.org,1,1,52,3,5,
de José Paulete,,,34,917787607,http://www.educa.madrid.org/eei.elmadronal.madrid,917787607,4471566.0,444756.0,CALLE,EL MADROÑAL,,eei.elmadronal.madrid@educa.madrid.org,1,1,52,3,5,
de Anselmo Lorenzo,915091367,,4,915091069,http://www.educa.madrid.org/eei.lasmaravillas.madrid,917066735,4470475.0,434589.0,CALLE,LAS MARAVILLAS,,eei.lasmaravillas.madrid@educa.madrid.org,1,1,52,3,5,
de Santa Tecla,917416239,,3,917423489,http://www.educa.madrid.org/eei.oriori.madrid,917416239,4477120.0,447914.0,CALLE,ORI-ORI,,eei.oriori.madrid@educa.madrid.org,1,1,52,3,5,
de Agustín García Malla,,,8,913052986,http://www.educa.madrid.org/eei.lapaloma.madrid,913312931,4470362.0,447661.0,CALLE,LA PALOMA,,eei.lapaloma.madrid@educa.madrid.org,1,1,52,3,5,
de Siena,,,38,914036749,http://www.educa.madrid.org/eei.elpilar.madrid,914036749,4476009.0,444600.0,CALLE,EL PILAR,,eei.elpilar.madrid@educa.madrid.org,1,1,52,3,5,
de los Mártires de la Ventilla,,,32,913150380,http://www.educa.madrid.org/eei.laplazuela.madrid,917334929,4480217.0,441452.0,CALLE,LA PLAZUELA,,eei.laplazuela.madrid@educa.madrid.org,1,1,52,3,5,
de los Poblados,616286705,,144,913416614,http://www.educa.madrid.org/eei.pradolongo.madrid,913416614,4469299.0,439810.0,AVDA,PRADOLONGO,,eei.pradolongo.madrid@educa.madrid.org,1,1,52,3,5,
de Juan Tornero,915265485,,13,914645669,http://www.educa.madrid.org/eei.puertadelangel.madrid,914645669,4473687.0,438272.0,CALLE,PUERTA DEL ANGEL,,eei.puertadelangel.madrid@educa.madrid.org,1,1,52,3,5,
de Roger de Flor,630823862,,18,914717774,http://www.educa.madrid.org/eei.rogerdeflor.madrid,914717774,4471717.0,437832.0,PLAZA,ROGER DE FLOR,,eei.rogerdeflor.madrid@educa.madrid.org,1,1,52,3,5,
de la Estafeta,,,14,917920502,http://www.educa.madrid.org/eei.sanfermin.madrid,917920502,4469206.0,441321.0,CALLE,SAN FERMIN,,eei.sanfermin.madrid@educa.madrid.org,1,1,52,3,5,
de Alloz,630135284,,1,914652070,http://www.educa.madrid.org/eei.lostiteres.madrid,914652070,4469783.0,437428.0,PLAZA,LOS TITERES,,eei.lostiteres.madrid@educa.madrid.org,1,1,52,3,5,
del Valle,,,22,915530388,http://www.educa.madrid.org/eei.elvalle.madrid,915530388,4477274.0,439327.0,AVDA,EL VALLE,,eei.elvalle.madrid@educa.madrid.org,1,1,52,3,5,
del Valle de Oro,,,35,914721982,http://www.educa.madrid.org/eei.valledeoro.madrid,,4471059.0,438330.0,CALLE,VALLE DE ORO,,eei.valledeoro.madrid@educa.madrid.org,1,1,52,3,5,
de Fernández de los Ríos,,,42,915941326,http://www.educa.madrid.org/eei.vallehermoso.madrid,915941326,4476306.0,439879.0,CALLE,VALLEHERMOSO,,eei.vallehermoso.madrid@educa.madrid.org,1,1,52,3,5,
de la Fuente de Piedra,608023408,,10,917721976,http://www.educa.madrid.org/eei.zaleo.madrid,917721976,4470400.0,445644.0,CALLE,ZALEO,,eei.zaleo.madrid@educa.madrid.org,1,1,52,3,5,
de Fornillos,629937778,,3,914693401,http://www.educa.madrid.org/eei.zofio.madrid,914693401,4470480.0,439334.0,CALLE,ZOFIO,,eei.zofio.madrid@educa.madrid.org,1,1,52,3,5,
de Arturo Soria,,,140,914135090,http://www.educa.madrid.org/cpm.ciudadlineal.madrid,914151932,4478089.0,444693.0,CALLE,ARTURO SORIA,,cpm.ciudadlineal.madrid@educa.madrid.org,1,1,52,131,5,
de Ceuta,,,18,915717640,http://www.educa.madrid.org/cpm.joaquinturina.madrid,915717745,4479295.0,440772.0,CALLE,JOAQUIN TURINA,,cpm.joaquinturina.madrid@educa.madrid.org,1,1,52,131,5,
del Palmípedo,,,3,915265072,http://www.educa.madrid.org/cpm.teresaberganza.madrid,915262534,4472811.0,436784.0,CALLE,TERESA BERGANZA,,cpm.teresaberganza.madrid@educa.madrid.org,1,1,52,131,5,
de la Unanimidad,913182512,,1,917237434,http://www.educa.madrid.org/cp.elespinillo.madrid,913180790,4468125.0,441145.0,CALLE,EL ESPINILLO,,cp.elespinillo.madrid@educa.madrid.org,1,1,52,14,5,
del General Ricardos,629376598,,179bi,914618817,http://www.educa.madrid.org/cepa.vistaalegre.madrid,,4470771.0,437471.0,CALLE,VISTA ALEGRE,,cepa.vistaalegre.madrid@educa.madrid.org,1,1,52,31,5,
de Antonio María Segovia,,,s/n,913311433,http://www.educa.madrid.org/cepa.vallecas.madrid,913854563,4470278.0,447984.0,PLAZA,VALLECAS,,cepa.vallecas.madrid@educa.madrid.org,1,1,52,31,5,
de San Román del Valle,913065605,,s/n,913065604,http://www.educa.madrid.org/ies.quevedo.madrid,913065606,4474742.0,447191.0,CALLE,FRANCISCO DE QUEVEDO,,ies.quevedo.madrid@educa.madrid.org,1,1,52,42,5,
de Valdebernardo,,,3,913711749,http://www.educa.madrid.org/eoi.moratalaz.madrid,913711740,4472184.0,446275.0,CALLE,E.O.I. DE MADRID-MORATALAZ,,eoi.moratalaz.madrid@educa.madrid.org,1,1,52,80,5,
de Embajadores,,,68,914681000,http://www.educa.madrid.org/eoi.embajadores.madrid,914681122,4473137.0,440293.0,CALLE,E.O.I. DE MADRID-EMBAJADORES,,eoi.embajadores.madrid@educa.madrid.org,1,1,52,80,5,
de Santa Brígida,,,10,915213286,http://www.educa.madrid.org/eoi.madridtribunal.madrid,915213420,4475105.0,440630.0,CALLE,E.O.I. DE MADRID-TRIBUNAL,,eoi.madridtribunal.madrid@educa.madrid.org,1,1,52,80,5,
del Puerto de Balbarán,,,133,917855539,http://www.educa.madrid.org/cp.madrid-sur.madrid,917855539,4469765.0,444375.0,CALLE,MADRID-SUR,,cp.madrid-sur.madrid@educa.madrid.org,1,1,52,14,5,
del Tren de Arganda,,,9,913713523,http://www.educa.madrid.org/cp.valdebernardo.madrid,913051773,4472752.0,447544.0,CALLE,VALDEBERNARDO,,cp.valdebernardo.madrid@educa.madrid.org,1,1,52,14,5,
de la Guardia,669808397,,19,913760692,http://www.educa.madrid.org/cp.montepardo.madrid,913760636,4485440.0,434405.0,AVDA,MONTE DE EL PARDO,,cp.montepardo.madrid@educa.madrid.org,1,1,52,14,5,
de Anselmo Lorenzo,,,12,917058402,http://www.educa.madrid.org/cepa.cidcampeador.madrid,915095174,4470426.0,434585.0,CALLE,CID CAMPEADOR LAS AGUILAS - CUATRO VIENTOS,,cepa.cidcampeador.madrid@educa.madrid.org,1,1,52,31,5,
Hnos García Noblejas (acceso por Luis Campos),,,70,917545206,http://www.educa.madrid.org/cepa.ciudadlineal.madrid,913045783,4475599.0,446370.0,CALLE,CIUDAD LINEAL,,cepa.ciudadlineal.madrid@educa.madrid.org,1,1,52,31,5,
de Oporto,,,46-48,915608402,http://www.educa.madrid.org/cepa.oporto.madrid,914697543,4470883.0,438475.0,AVDA,OPORTO,,cepa.oporto.madrid@educa.madrid.org,1,1,52,31,5,
de Concepción de la Oliva,,,17,915052034,http://www.educa.madrid.org/cepa.losrosales.madrid,917971397,4467296.0,442126.0,CALLE,LOS ROSALES,,cepa.losrosales.madrid@educa.madrid.org,1,1,52,31,5,
del Lago Como,,,4,913718492,http://www.educa.madrid.org/cepa.vicalvaro.madrid,913718492,4472499.0,448509.0,CALLE,VICALVARO,,cepa.vicalvaro.madrid@educa.madrid.org,1,1,52,31,5,
de la Abertura,,,2,913811272,http://www.educa.madrid.org/cepa.dulcechacon.madrid,917630931,4480925.0,444927.0,CALLE,DULCE CHACON,,cepa.dulcechacon.madrid@educa.madrid.org,1,1,52,31,5,
de la Batalla del Salado,639486024,,29,915395395,http://www.educa.madrid.org/cepa.arganzuela.madrid,915395395,4472438.0,440934.0,CALLE,ARGANZUELA,,cepa.arganzuela.madrid@educa.madrid.org,1,1,52,31,5,
de Santa Irene,,,4,914051101,http://www.educa.madrid.org/ies.goya.madrid,914051597,4474395.0,444784.0,CALLE,FRANCISCO DE GOYA,,ies.goya.madrid@educa.madrid.org,1,1,52,42,5,
de Juan Álvarez Mendizábal,,,20,915597397,http://www.educa.madrid.org/cepa.moncloa.madrid,915597397,4475171.0,439373.0,CALLE,MONCLOA,,cepa.moncloa.madrid@educa.madrid.org,1,1,52,31,5,
del Parque de Palomeras Bajas,,,s/n,917850181,http://www.educa.madrid.org/ies.madridsur.madrid,917860146,4469751.0,444264.0,AVDA,MADRID-SUR,,ies.madridsur.madrid@educa.madrid.org,1,1,52,42,5,
de Villacarrillo,917859822,,4,917859822,http://www.educa.madrid.org/eei.tioraimundo.madrid,,4469786.0,443761.0,CALLE,POZO DEL TIO RAIMUNDO,,eei.tioraimundo.madrid@educa.madrid.org,1,1,52,3,5,
de la Esfinge,,,90,913201869,http://www.educa.madrid.org/eei.extremadura.madrid,913201869,4476548.0,448534.0,CALLE,EXTREMADURA,,eei.extremadura.madrid@educa.madrid.org,1,1,52,3,5,
del Vino,,,,914633100,http://www.educa.madrid.org/ies.vid.madrid,915264642,4473629.0,436954.0,TRVA,ESCUELA DE LA VID,,ies.vid.madrid@educa.madrid.org,1,1,52,68,5,
de la Oreja,,,186,913413251,http://www.educa.madrid.org/cepa.orcasitas.madrid,913414044,4469039.0,438975.0,CALLE,ORCASITAS,,cepa.orcasitas.madrid@educa.madrid.org,1,1,52,31,5,
de Alonso Heredia,,,16,917261664,http://www.educa.madrid.org/cepa.joaquinsorolla.madrid,917256032,4476307.0,442941.0,CALLE,JOAQUIN SOROLLA,,cepa.joaquinsorolla.madrid@educa.madrid.org,1,1,52,31,5,
de Finisterre,,,60,913146312,http://www.educa.madrid.org/ies.principefelipe.madrid,913159895,4481344.0,440443.0,CALLE,PRINCIPE FELIPE,,ies.principefelipe.madrid@educa.madrid.org,1,1,52,42,5,
de Fuengirola,810502053,,25,913030574,http://www.educa.madrid.org/eei.losgorriones.madrid,913030574,4470501.0,445571.0,CALLE,LOS GORRIONES,,eei.losgorriones.madrid@educa.madrid.org,1,1,52,3,5,
del Conde de Torralba,647516467,,8,917331277,http://www.educa.madrid.org/eei.colorincolorado.madrid,,4481085.0,441973.0,CALLE,COLORIN COLORADO,,eei.colorincolorado.madrid@educa.madrid.org,1,1,52,3,5,
de Luis Buñuel,,,4,917784199,http://www.educa.madrid.org/eei.petirrojo.madrid,917784199,4470916.0,445328.0,CALLE,PETIRROJO,,eei.petirrojo.madrid@educa.madrid.org,1,1,52,3,5,
de Felipe de Diego,,,8,915070138,http://www.educa.madrid.org/eei.retamar.madrid,915070138,4470015.0,443934.0,CALLE,RETAMAR,,eei.retamar.madrid@educa.madrid.org,1,1,52,3,5,
de la Habana,608434511,,173,913501362,http://www.educa.madrid.org/eei.rosa.madrid,,4479674.0,442367.0,PASEO,ROSA,,eei.rosa.madrid@educa.madrid.org,1,1,52,3,5,
de los Yébenes,687011831,,6,687011831,http://www.educa.madrid.org/cn.amadeovives.madrid,917080207,4472094.0,435862.0,CALLE,AMADEO VIVES,,cn.amadeovives.madrid@educa.madrid.org,1,1,52,3,5,
del Mar Caspio,608497998,,6,913815461,http://www.educa.madrid.org/eei.parquehortaleza.madrid,913815461,4480482.0,445207.0,CALLE,PARQUE DE HORTALEZA,,eei.parquehortaleza.madrid@educa.madrid.org,1,1,52,3,5,
de Inglaterra D-11,,,8,914722560,http://www.educa.madrid.org/cn.lopedevega.madrid,914722560,4471813.0,438619.0,CALLE,LOPE DE VEGA,,cn.lopedevega.madrid@educa.madrid.org,1,1,52,6,5,
de Cifuentes,,,12,917983944,http://www.educa.madrid.org/eei.elsur.madrid,917979754,4466735.0,440876.0,CALLE,EL SUR,,eei.elsur.madrid@educa.madrid.org,1,1,52,3,5,
de Rafael Fernández Hijicos,,,12,917863694,http://www.educa.madrid.org/eei.loscompaneros.madrid,913038056,4471421.0,445976.0,CALLE,LOS COMPAÑEROS,,eei.loscompaneros.madrid@educa.madrid.org,1,1,52,3,5,
del Padre Amigo,914661961,,5,914661744,http://www.educa.madrid.org/ies.puertabonita.madrid,914629367,4470150.0,437217.0,CALLE,PUERTA BONITA,,ies.puertabonita.madrid@educa.madrid.org,1,1,52,42,5,
de Colmenar Viejo,911080256,,k12.8,913721333,http://www.educa.madrid.org/ies.hotelescuela.madrid,913720681,4486317.0,442165.0,CTRA,HOTEL ESCUELA DE LA COMUNIDAD DE MADRID,,ies.hotelescuela.madrid@educa.madrid.org,1,1,52,42,5,
de la Avenencia,,,2,913176104,http://www.educa.madrid.org/eei.elespinillo.madrid,913176104,4467893.0,441633.0,PSAJE,EL ESPINILLO,,eei.elespinillo.madrid@educa.madrid.org,1,1,52,3,5,
de Antonio Vico,,,8,914723816,http://www.educa.madrid.org/eei.lapradera.madrid,914723816,4472110.0,438949.0,CALLE,LA PRADERA,,eei.lapradera.madrid@educa.madrid.org,1,1,52,3,5,
CANILLEJAS A VICALVARO,,,82,917601049,http://www.educa.madrid.org/eei.piruetas.madrid,917755605,4474962.0,448013.0,AVDA,PIRUETAS,,eei.piruetas.madrid@educa.madrid.org,1,1,52,3,5,
de los Fueros,,,34,914758106,http://www.educa.madrid.org/cn.brasil.madrid,914758106,4469078.0,441465.0,AVDA,REPUBLICA DEL BRASIL,,cn.brasil.madrid@educa.madrid.org,1,1,52,6,5,
de Bóston,913559839,,1,917252437,http://www.educa.madrid.org/cp.guindalera.madrid,917255776,4476492.0,443436.0,CALLE,GUINDALERA,,cp.guindalera.madrid@educa.madrid.org,1,1,52,14,5,
de Arcos de Jalón,606052488,,34,913133969,http://www.educa.madrid.org/cp.mariamoliner.madrid,913069463,4474813.0,447510.0,CALLE,MARIA MOLINER,,cp.mariamoliner.madrid@educa.madrid.org,1,1,52,14,5,
de Armenteros,,,46,913113496,http://www.educa.madrid.org/cn.danielvazquezdi.madrid,913113496,4479592.0,439554.0,CALLE,DANIEL VAZQUEZ DIAZ,,cn.danielvazquezdi.madrid@educa.madrid.org,1,1,52,6,5,
de la Virgen del Carmen,,,32,913820145,http://www.educa.madrid.org/cn.sanmiguel.madrid,913820145,4480614.0,444705.0,AVDA,SAN MIGUEL,,cn.sanmiguel.madrid@educa.madrid.org,1,1,52,6,5,
de Bravo Murillo,915723026,,162,915723019,http://www.educa.madrid.org/cp.jaimevera.madrid,915709453,4478230.0,440398.0,CALLE,JAIME VERA,,cp.jaimevera.madrid@educa.madrid.org,1,1,52,14,5,
de Ladera de los Almendros,,,45,917510982,http://www.educa.madrid.org/cp.losalmendros.madrid,917726814,4471938.0,446901.0,CALLE,LOS ALMENDROS,,cp.losalmendros.madrid@educa.madrid.org,1,1,52,14,5,
de Anselmo Lorenzo,,,12,915092320,http://www.educa.madrid.org/ufil.cidcampeador.madrid,915092320,4470426.0,434585.0,CALLE,CID CAMPEADOR,,ufil.cidcampeador.madrid@educa.madrid.org,1,1,52,34,5,
de la Tierruca,,,13,913030491,http://www.educa.madrid.org/ufil.tierruca.madrid,913030491,4470672.0,444875.0,CALLE,TIERRUCA,,ufil.tierruca.madrid@educa.madrid.org,1,1,52,34,5,
de Salvador Martínez,,,3,912760413,http://www.educa.madrid.org/ufil.virgendeafrica.madrid,913698546,4468776.0,440637.0,CALLE,VIRGEN DE AFRICA,,ufil.virgendeafrica.madrid@educa.madrid.org,1,1,52,34,5,
